source,ref,label,split
dermnet,test/Seborrheic Keratoses and other Benign Tumors/melanoma-mimic-20.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/melanoma-mimic-23.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/melanoma-mimic-8.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/neurofibromas-11.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/neurofibromas-18.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/neurofibromas-5.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/nevus-sebaceous-15.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/nevus-sebaceous-16.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/nevus-sebaceous-29.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/nevus-sebaceous-31.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/nevus-sebaceous-32.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/nevus-sebaceous-40.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/nevus-sebaceous-51.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/nevus-sebaceous-56.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/nevus-sebaceous-57.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/nevus-sebaceous-58.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/nevus-sebaceous-63.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/pilar-cyst-11.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/pilar-cyst-13.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/pilar-cyst-16.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/pilar-cyst-18.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/pilar-cyst-2.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/pilar-cyst-22.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/pilar-cyst-25.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/pilar-cyst-34.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/pilar-cyst-37.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/pilar-cyst-4.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/pilar-cyst-40.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/pilar-cyst-42.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/pilar-cyst-48.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/pinkus-tumor-3.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/porokeratosis-19.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/porokeratosis-21.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/porokeratosis-22.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/porokeratosis-23.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/porokeratosis-31.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/porokeratosis-5.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/porokeratosis-51.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/porokeratosis-66.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/porokeratosis-67.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/porokeratosis-95.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/pseudo-cyst-auricle-1.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/sebaceous-hyperplasia-1.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/sebaceous-hyperplasia-10.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/sebaceous-hyperplasia-101.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/sebaceous-hyperplasia-102.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/sebaceous-hyperplasia-103.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/sebaceous-hyperplasia-12.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/sebaceous-hyperplasia-13.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/sebaceous-hyperplasia-132.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/sebaceous-hyperplasia-14.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/sebaceous-hyperplasia-19.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/sebaceous-hyperplasia-2.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/sebaceous-hyperplasia-21.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/sebaceous-hyperplasia-30.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/sebaceous-hyperplasia-34.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/sebaceous-hyperplasia-36.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/sebaceous-hyperplasia-4.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/sebaceous-hyperplasia-43.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/sebaceous-hyperplasia-51.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/sebaceous-hyperplasia-53.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/sebaceous-hyperplasia-59.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/sebaceous-hyperplasia-64.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/sebaceous-hyperplasia-75.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/sebaceous-hyperplasia-87.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/sebaceous-hyperplasia-9.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/sebaceous-hyperplasia-90.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/sebaceous-hyperplasia-96.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-100.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-101.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-107.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-111.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-114.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-116.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-123.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-125.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-126.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-130.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-139.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-146.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-148.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-149.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-170.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-174.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-182.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-184.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-193.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-195.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-196.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-80.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-82.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-91.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-ruff-92.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-107.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-110.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-112.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-113.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-114.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-116.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-121.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-127.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-16.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-20.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-26.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-31.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-32.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-35.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-36.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-42.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-44.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-47.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-57.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-6.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-62.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-66.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-68.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-76.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-78.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-94.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-99.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-101.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-105.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-107.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-109.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-110.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-113.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-114.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-124.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-126.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-130.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-135.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-137.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-145.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-152.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-162.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-168.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-184.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-22.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-23.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-28.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-32.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-80.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-81.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-86.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-89.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-91.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/skin-tags-polyps-16.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/skin-tags-polyps-22.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/skin-tags-polyps-23.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/skin-tags-polyps-26.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/skin-tags-polyps-27.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/skin-tags-polyps-36.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/skin-tags-polyps-43.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/skin-tags-polyps-60.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/skin-tags-polyps-66.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/skin-tags-polyps-68.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/skin-tags-polyps-69.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/skin-tags-polyps-70.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/skin-tags-polyps-76.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/skin-tags-polyps-81.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/skin-tags-polyps-84.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/skin-tags-polyps-97.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/stucco-keratoses-11.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/stucco-keratoses-13.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/stucco-keratoses-16.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/stucco-keratoses-18.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/stucco-keratoses-20.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/stucco-keratoses-21.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/stucco-keratoses-25.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/stucco-keratoses-37.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/stucco-keratoses-4.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/stucco-keratoses-49.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/stucco-keratoses-53.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/stucco-keratoses-59.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/stucco-keratoses-8.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/syringoma-14.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/syringoma-26.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/syringoma-34.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/syringoma-36.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/syringoma-42.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/syringoma-51.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/syringoma-7.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/trichofolliculoma-2.jpg,seborrheic_keratoses,val
dermnet,test/Seborrheic Keratoses and other Benign Tumors/trichofolliculoma-5.jpg,seborrheic_keratoses,val
dermnet,test/Tinea Ringworm Candidiasis and other Fungal Infections/03cheilitis05010422.jpg,tinea,val
dermnet,test/Tinea Ringworm Candidiasis and other Fungal Infections/13Candida040702.jpg,tinea,val
dermnet,test/Tinea Ringworm Candidiasis and other Fungal Infections/13Candida040704.jpg,tinea,val
dermnet,test/Tinea Ringworm Candidiasis and other Fungal Infections/13CandidaAxillae0712041.jpg,tinea,val
dermnet,test/Tinea Ringworm Candidiasis and other Fungal Infections/13TineaIncognito2.jpg,tinea,val
dermnet,test/Tinea Ringworm Candidiasis and other Fungal Infections/13candidaIntertrigo0220061.jpg,tinea,val
dermnet,test/Tinea Ringworm Candidiasis and other Fungal Infections/13candidaTongue082205.jpg,tinea,val
dermnet,test/Tinea Ringworm Candidiasis and other Fungal Infections/13intertrigo1219051.jpg,tinea,val
dermnet,test/Tinea Ringworm Candidiasis and other Fungal Infections/actinomycosis-1.jpg,tinea,val
dermnet,test/Tinea Ringworm Candidiasis and other Fungal Infections/actinomycosis-3.jpg,tinea,val
dermnet,test/Tinea Ringworm Candidiasis and other Fungal Infections/candida-groin-1.jpg,tinea,val
dermnet,test/Tinea Ringworm Candidiasis and other Fungal Infections/candida-groin-2.jpg,tinea,val
dermnet,test/Tinea Ringworm Candidiasis and other Fungal Infections/candida-groin-4.jpg,tinea,val
dermnet,test/Tinea Ringworm Candidiasis and other Fungal Infections/candida-penis-1.jpg,tinea,val
dermnet,test/Tinea Ringworm Candidiasis and other Fungal Infections/candida-penis-16.jpg,tinea,val
dermnet,test/Tinea Ringworm Candidiasis and other Fungal Infections/candida-penis-20.jpg,tinea,val
dermnet,test/Tinea Ringworm Candidiasis and other Fungal Infections/candida-penis-27.jpg,tinea,val
dermnet,test/Tinea Ringworm Candidiasis and other Fungal Infections/candida-penis-33.jpg,tinea,val
dermnet,test/Tinea Ringworm Candidiasis and other Fungal Infections/candida-penis-52.jpg,tinea,val
dermnet,test/Tinea Ringworm Candidiasis and other Fungal Infections/candida-penis-53.jpg,tinea,val
dermnet,test/Tinea Ringworm Candidiasis and other Fungal Infections/candida-penis-8.jpg,tinea,val
dermnet,test/Tinea Ringworm Candidiasis and other Fungal Infections/candidiasis-Penis-78.jpg,tinea,val
dermnet,test/Tinea Ringworm Candidiasis and other Fungal Infections/candidiasis-diaper-10.jpg,tinea,val
dermnet,test/Tinea Ringworm Candidiasis and other Fungal Infections/candidiasis-diaper-11.jpg,tinea,val
dermnet,test/Tinea Ringworm Candidiasis and other Fungal Infections/candidiasis-diaper-15.jpg,tinea,val
dermnet,test/Tinea Ringworm Candidiasis and other Fungal Infections/candidiasis-diaper-22.jpg,tinea,val
dermnet,test/Tinea Ringworm Candidiasis and other Fungal Infections/candidiasis-diaper-24.jpg,tinea,val
dermnet,test/Tinea Ringworm Candidiasis and other Fungal Infections/candidiasis-diaper-7.jpg,tinea,val
dermnet,test/Tinea Ringworm Candidiasis and other Fungal Infections/candidiasis-large-skin-folds-100.jpg,tinea,val
dermnet,test/Tinea Ringworm Candidiasis and other Fungal Infections/candidiasis-large-skin-folds-101.jpg,tinea,val
dermnet,test/Tinea Ringworm Candidiasis and other Fungal Infections/candidiasis-large-skin-folds-102.jpg,tinea,val
dermnet,test/Tinea Ringworm Candidiasis and other Fungal Infections/candidiasis-large-skin-folds-106.jpg,tinea,val
dermnet,test/Tinea Ringworm Candidiasis and other Fungal Infections/candidiasis-large-skin-folds-107.jpg,tinea,val
dermnet,test/Tinea Ringworm Candidiasis and other Fungal Infections/candidiasis-large-skin-folds-110.jpg,tinea,val
dermnet,test/Tinea Ringworm Candidiasis and other Fungal Infections/candidiasis-large-skin-folds-115.jpg,tinea,val
dermnet,test/Tinea Ringworm Candidiasis and other Fungal Infections/candidiasis-large-skin-folds-121.jpg,tinea,val
dermnet,test/Tinea Ringworm Candidiasis and other Fungal Infections/candidiasis-large-skin-folds-123.jpg,tinea,val
dermnet,test/Tinea Ringworm Candidiasis and other Fungal Infections/candidiasis-large-skin-folds-126.jpg,tinea,val
dermnet,test/Tinea Ringworm Candidiasis and other Fungal Infections/candidiasis-large-skin-folds-133.jpg,tinea,val
dermnet,test/Tinea Ringworm Candidiasis and other Fungal Infections/candidiasis-large-skin-folds-147.jpg,tinea,val
dermnet,test/Tinea Ringworm Candidiasis and other Fungal Infections/candidiasis-large-skin-folds-152.jpg,tinea,val
dermnet,test/Tinea Ringworm Candidiasis and other Fungal Infections/candidiasis-large-skin-folds-16.jpg,tinea,val
dermnet,test/Tinea Ringworm Candidiasis and other Fungal Infections/candidiasis-large-skin-folds-160.jpg,tinea,val
dermnet,test/Tinea Ringworm Candidiasis and other Fungal Infections/candidiasis-large-skin-folds-172.jpg,tinea,val
dermnet,test/Tinea Ringworm Candidiasis and other Fungal Infections/candidiasis-large-skin-folds-96.jpg,tinea,val
dermnet,test/Tinea Ringworm Candidiasis and other Fungal Infections/candidiasis-mouth-11.jpg,tinea,val
dermnet,test/Tinea Ringworm Candidiasis and other Fungal Infections/candidiasis-mouth-5.jpg,tinea,val
dermnet,test/Tinea Ringworm Candidiasis and other Fungal Infections/candidiasis-vaginal-2.jpg,tinea,val
dermnet,test/Tinea Ringworm Candidiasis and other Fungal Infections/candidiasis-vaginal-7.jpg,tinea,val
dermnet,test/Tinea Ringworm Candidiasis and other Fungal Infections/coccidiomycosis-4.jpg,tinea,val
dermnet,test/Tinea Ringworm Candidiasis and other Fungal Infections/confluent-reticulate-papillomatosis-2.jpg,tinea,val
dermnet,test/Tinea Ringworm Candidiasis and other Fungal Infections/confluent-reticulate-papillomatosis-4.jpg,tinea,val
dermnet,test/Tinea Ringworm Candidiasis and other Fungal Infections/confluent-reticulate-papillomatosis-5.jpg,tinea,val
dermnet,test/Tinea Ringworm Candidiasis and other Fungal Infections/erosio-interdigitalis-blastomycetica-11.jpg,tinea,val
dermnet,test/Tinea Ringworm Candidiasis and other Fungal Infections/erosio-interdigitalis-blastomycetica-13.jpg,tinea,val
dermnet,test/Tinea Ringworm Candidiasis and other Fungal Infections/erosio-interdigitalis-blastomycetica-19.jpg,tinea,val
dermnet,test/Tinea Ringworm Candidiasis and other Fungal Infections/erosio-interdigitalis-blastomycetica-20.jpg,tinea,val
