source,zip,inner_zip,entry,label,split,crc32,size
clinical15,archive (4).zip,,train/Actinic Keratosis/_230_6521283.jpg,actinic_keratosis,train,96ce2367,7193
clinical15,archive (4).zip,,train/Actinic Keratosis/_230_7300281.jpg,actinic_keratosis,train,4456d080,7159
clinical15,archive (4).zip,,train/Actinic Keratosis/_230_9630314.jpg,actinic_keratosis,train,cc161b6c,7208
clinical15,archive (4).zip,,train/Actinic Keratosis/_230_9775240.jpg,actinic_keratosis,train,c5cc4900,7009
clinical15,archive (4).zip,,train/Actinic Keratosis/_231_1080968.jpg,actinic_keratosis,train,8236469d,6614
clinical15,archive (4).zip,,train/Actinic Keratosis/_231_3388005.jpg,actinic_keratosis,train,4d5b58ab,6395
clinical15,archive (4).zip,,train/Actinic Keratosis/_231_4099737.jpg,actinic_keratosis,train,d649f91c,6471
clinical15,archive (4).zip,,train/Actinic Keratosis/_231_4906439.jpg,actinic_keratosis,train,a8226cfc,6474
clinical15,archive (4).zip,,train/Actinic Keratosis/_231_5107630.jpg,actinic_keratosis,train,68e12e24,6534
clinical15,archive (4).zip,,train/Actinic Keratosis/_231_5700520.jpg,actinic_keratosis,train,92c5dc57,6434
clinical15,archive (4).zip,,train/Actinic Keratosis/_231_6008253.jpg,actinic_keratosis,train,9668cce1,6346
clinical15,archive (4).zip,,train/Actinic Keratosis/_231_614977.jpg,actinic_keratosis,train,5f400541,6528
clinical15,archive (4).zip,,train/Actinic Keratosis/_232_2140837.jpg,actinic_keratosis,train,42652595,7326
clinical15,archive (4).zip,,train/Actinic Keratosis/_232_3663977.jpg,actinic_keratosis,train,17521ab4,7122
clinical15,archive (4).zip,,train/Actinic Keratosis/_232_4276359.jpg,actinic_keratosis,train,3f7e4b89,7120
clinical15,archive (4).zip,,train/Actinic Keratosis/_232_4333111.jpg,actinic_keratosis,train,5faf09ba,7057
clinical15,archive (4).zip,,train/Actinic Keratosis/_232_5406177.jpg,actinic_keratosis,train,8e12c50c,7411
clinical15,archive (4).zip,,train/Actinic Keratosis/_232_5902233.jpg,actinic_keratosis,train,0037e9f1,7185
clinical15,archive (4).zip,,train/Actinic Keratosis/_232_7194782.jpg,actinic_keratosis,train,de217e76,7188
clinical15,archive (4).zip,,train/Actinic Keratosis/_232_7643947.jpg,actinic_keratosis,train,402a32f8,6566
clinical15,archive (4).zip,,train/Actinic Keratosis/_232_782317.jpg,actinic_keratosis,train,4d77bc44,7236
clinical15,archive (4).zip,,train/Actinic Keratosis/_232_8158437.jpg,actinic_keratosis,train,2837bbee,6921
clinical15,archive (4).zip,,train/Actinic Keratosis/_232_8683575.jpg,actinic_keratosis,train,9460207c,6577
clinical15,archive (4).zip,,train/Actinic Keratosis/_232_9481874.jpg,actinic_keratosis,train,004dffa4,6929
clinical15,archive (4).zip,,train/Actinic Keratosis/_233_1068681.jpg,actinic_keratosis,train,02af44de,6338
clinical15,archive (4).zip,,train/Actinic Keratosis/_233_1616555.jpg,actinic_keratosis,train,95f7013e,6264
clinical15,archive (4).zip,,train/Actinic Keratosis/_233_2129404.jpg,actinic_keratosis,train,af2175c1,6353
clinical15,archive (4).zip,,train/Actinic Keratosis/_233_4183228.jpg,actinic_keratosis,train,2b4db117,6312
clinical15,archive (4).zip,,train/Actinic Keratosis/_233_5574331.jpg,actinic_keratosis,train,20514623,6215
clinical15,archive (4).zip,,train/Actinic Keratosis/_233_5999452.jpg,actinic_keratosis,train,8b491275,6314
clinical15,archive (4).zip,,train/Actinic Keratosis/_233_7836809.jpg,actinic_keratosis,train,1ba8a164,6352
clinical15,archive (4).zip,,train/Actinic Keratosis/_233_8104986.jpg,actinic_keratosis,train,bf7cb989,6322
clinical15,archive (4).zip,,train/Actinic Keratosis/_233_8525776.jpg,actinic_keratosis,train,1f774160,6294
clinical15,archive (4).zip,,train/Actinic Keratosis/_233_9143126.jpg,actinic_keratosis,train,cb5a96c6,6332
clinical15,archive (4).zip,,train/Actinic Keratosis/_233_9613735.jpg,actinic_keratosis,train,f9a74468,6274
clinical15,archive (4).zip,,train/Actinic Keratosis/_234_1329062.jpg,actinic_keratosis,train,c6c495c1,6656
clinical15,archive (4).zip,,train/Actinic Keratosis/_234_243481.jpg,actinic_keratosis,train,25168ed9,6378
clinical15,archive (4).zip,,train/Actinic Keratosis/_234_3738756.jpg,actinic_keratosis,train,6fbc7f27,6724
clinical15,archive (4).zip,,train/Actinic Keratosis/_234_3754197.jpg,actinic_keratosis,train,80ce92a1,6598
clinical15,archive (4).zip,,train/Actinic Keratosis/_234_3834945.jpg,actinic_keratosis,train,cb5da9d2,6629
clinical15,archive (4).zip,,train/Actinic Keratosis/_234_5266023.jpg,actinic_keratosis,train,e318e2b7,6351
clinical15,archive (4).zip,,train/Actinic Keratosis/_234_560368.jpg,actinic_keratosis,train,31e8929b,6639
clinical15,archive (4).zip,,train/Actinic Keratosis/_234_6927538.jpg,actinic_keratosis,train,04fa64d3,6653
clinical15,archive (4).zip,,train/Actinic Keratosis/_234_8362632.jpg,actinic_keratosis,train,b6360afd,6623
clinical15,archive (4).zip,,train/Actinic Keratosis/_234_8565033.jpg,actinic_keratosis,train,88da46d0,6635
clinical15,archive (4).zip,,train/Actinic Keratosis/_234_9044989.jpg,actinic_keratosis,train,708469a0,6678
clinical15,archive (4).zip,,train/Actinic Keratosis/_235_1960398.jpg,actinic_keratosis,train,8dd56564,6303
clinical15,archive (4).zip,,train/Actinic Keratosis/_235_3097014.jpg,actinic_keratosis,train,ca17cc73,6316
clinical15,archive (4).zip,,train/Actinic Keratosis/_235_4079641.jpg,actinic_keratosis,train,2f3637f8,6303
clinical15,archive (4).zip,,train/Actinic Keratosis/_235_497784.jpg,actinic_keratosis,train,01dfce72,6298
clinical15,archive (4).zip,,train/Actinic Keratosis/_235_5232336.jpg,actinic_keratosis,train,adfbb78d,6398
clinical15,archive (4).zip,,train/Actinic Keratosis/_235_7343115.jpg,actinic_keratosis,train,9547ab8a,6331
clinical15,archive (4).zip,,train/Actinic Keratosis/_235_7367867.jpg,actinic_keratosis,train,9b4b3ba9,6452
clinical15,archive (4).zip,,train/Actinic Keratosis/_235_8760335.jpg,actinic_keratosis,train,34ef87c2,6233
clinical15,archive (4).zip,,train/Actinic Keratosis/_235_9314873.jpg,actinic_keratosis,train,c23f9122,6251
clinical15,archive (4).zip,,train/Actinic Keratosis/_235_9969426.jpg,actinic_keratosis,train,a1c67c28,6216
clinical15,archive (4).zip,,train/Actinic Keratosis/_236_1000594.jpg,actinic_keratosis,train,7482f87b,5900
clinical15,archive (4).zip,,train/Actinic Keratosis/_236_1627251.jpg,actinic_keratosis,train,baf04bc2,6050
clinical15,archive (4).zip,,train/Actinic Keratosis/_236_3123994.jpg,actinic_keratosis,train,83952059,6030
clinical15,archive (4).zip,,train/Actinic Keratosis/_236_4171717.jpg,actinic_keratosis,train,676ee42d,6028
clinical15,archive (4).zip,,train/Actinic Keratosis/_236_9328808.jpg,actinic_keratosis,train,d01e6161,5940
clinical15,archive (4).zip,,train/Actinic Keratosis/_236_94980.jpg,actinic_keratosis,train,2dea7c77,5975
clinical15,archive (4).zip,,train/Actinic Keratosis/_236_9513851.jpg,actinic_keratosis,train,9aeb3f80,6139
clinical15,archive (4).zip,,train/Actinic Keratosis/_236_9663286.jpg,actinic_keratosis,train,670c4b02,6037
clinical15,archive (4).zip,,train/Actinic Keratosis/_237_1134333.jpg,actinic_keratosis,train,63169998,5451
clinical15,archive (4).zip,,train/Actinic Keratosis/_237_2083024.jpg,actinic_keratosis,train,76004e0f,5344
clinical15,archive (4).zip,,train/Actinic Keratosis/_237_3548519.jpg,actinic_keratosis,train,aa687184,5389
clinical15,archive (4).zip,,train/Actinic Keratosis/_237_6293887.jpg,actinic_keratosis,train,857fa0c8,5358
clinical15,archive (4).zip,,train/Actinic Keratosis/_237_7529353.jpg,actinic_keratosis,train,be8452d2,5309
clinical15,archive (4).zip,,train/Actinic Keratosis/_237_7685981.jpg,actinic_keratosis,train,9560316f,5439
clinical15,archive (4).zip,,train/Actinic Keratosis/_237_8323075.jpg,actinic_keratosis,train,616f42a0,5351
clinical15,archive (4).zip,,train/Actinic Keratosis/_237_8344959.jpg,actinic_keratosis,train,0990ec7f,5543
clinical15,archive (4).zip,,train/Actinic Keratosis/_237_8643234.jpg,actinic_keratosis,train,be6fe1fe,5557
clinical15,archive (4).zip,,train/Actinic Keratosis/_237_9029434.jpg,actinic_keratosis,train,04aeb0b0,5474
clinical15,archive (4).zip,,train/Actinic Keratosis/_237_9801331.jpg,actinic_keratosis,train,ebc5eb0c,5346
clinical15,archive (4).zip,,train/Actinic Keratosis/_238_1060317.jpg,actinic_keratosis,train,039556ad,6068
clinical15,archive (4).zip,,train/Actinic Keratosis/_238_1081712.jpg,actinic_keratosis,train,e13d10f1,5972
clinical15,archive (4).zip,,train/Actinic Keratosis/_238_1207390.jpg,actinic_keratosis,train,84e5b3c2,5982
clinical15,archive (4).zip,,train/Actinic Keratosis/_238_1969716.jpg,actinic_keratosis,train,11346696,6042
clinical15,archive (4).zip,,train/Actinic Keratosis/_238_3103014.jpg,actinic_keratosis,train,e32187b8,6152
clinical15,archive (4).zip,,train/Actinic Keratosis/_238_3180573.jpg,actinic_keratosis,train,59f41f34,6075
clinical15,archive (4).zip,,train/Actinic Keratosis/_238_442873.jpg,actinic_keratosis,train,3387f913,5953
clinical15,archive (4).zip,,train/Actinic Keratosis/_238_6313732.jpg,actinic_keratosis,train,184375e1,6002
clinical15,archive (4).zip,,train/Actinic Keratosis/_238_8651293.jpg,actinic_keratosis,train,2c1bed86,6122
clinical15,archive (4).zip,,train/Actinic Keratosis/_238_8834289.jpg,actinic_keratosis,train,af8ba932,6207
clinical15,archive (4).zip,,train/Actinic Keratosis/_239_3995760.jpg,actinic_keratosis,train,efdc6445,7042
clinical15,archive (4).zip,,train/Actinic Keratosis/_239_4432409.jpg,actinic_keratosis,train,a8dbdea3,7026
clinical15,archive (4).zip,,train/Actinic Keratosis/_239_488966.jpg,actinic_keratosis,train,a550de1a,7016
clinical15,archive (4).zip,,train/Actinic Keratosis/_239_498568.jpg,actinic_keratosis,train,e418260b,6814
clinical15,archive (4).zip,,train/Actinic Keratosis/_239_499461.jpg,actinic_keratosis,train,d5e3aa5a,7032
clinical15,archive (4).zip,,train/Actinic Keratosis/_239_6049983.jpg,actinic_keratosis,train,b65af585,6901
clinical15,archive (4).zip,,train/Actinic Keratosis/_239_608513.jpg,actinic_keratosis,train,e38f8827,6950
clinical15,archive (4).zip,,train/Actinic Keratosis/_239_8299339.jpg,actinic_keratosis,train,03e08905,7015
clinical15,archive (4).zip,,train/Actinic Keratosis/_239_968861.jpg,actinic_keratosis,train,fd252218,6948
clinical15,archive (4).zip,,train/Actinic Keratosis/_23_1322280.jpg,actinic_keratosis,train,10524223,4437
clinical15,archive (4).zip,,train/Actinic Keratosis/_23_1701790.jpg,actinic_keratosis,train,fe79d046,4489
clinical15,archive (4).zip,,train/Actinic Keratosis/_23_1795161.jpg,actinic_keratosis,train,30b017f9,4453
clinical15,archive (4).zip,,train/Actinic Keratosis/_23_2411549.jpg,actinic_keratosis,train,8425b00d,4397
clinical15,archive (4).zip,,train/Actinic Keratosis/_23_4030036.jpg,actinic_keratosis,train,8babbe1a,4365
clinical15,archive (4).zip,,train/Actinic Keratosis/_23_4218752.jpg,actinic_keratosis,train,435218c1,4444
clinical15,archive (4).zip,,train/Actinic Keratosis/_23_5163601.jpg,actinic_keratosis,train,ba28d447,4375
clinical15,archive (4).zip,,train/Actinic Keratosis/_23_5567992.jpg,actinic_keratosis,train,4a571b91,4437
clinical15,archive (4).zip,,train/Actinic Keratosis/_23_7526755.jpg,actinic_keratosis,train,75ee441d,4448
clinical15,archive (4).zip,,train/Actinic Keratosis/_23_972827.jpg,actinic_keratosis,train,385b907b,4474
clinical15,archive (4).zip,,train/Actinic Keratosis/_240_1148742.jpg,actinic_keratosis,train,8c24e1db,7905
clinical15,archive (4).zip,,train/Actinic Keratosis/_240_2561249.jpg,actinic_keratosis,train,0bae6b5c,8143
clinical15,archive (4).zip,,train/Actinic Keratosis/_240_4024773.jpg,actinic_keratosis,train,3ec3498f,8094
clinical15,archive (4).zip,,train/Actinic Keratosis/_240_5806962.jpg,actinic_keratosis,train,71f80667,7974
clinical15,archive (4).zip,,train/Actinic Keratosis/_240_7428193.jpg,actinic_keratosis,train,2e82fecf,7876
clinical15,archive (4).zip,,train/Actinic Keratosis/_240_7872583.jpg,actinic_keratosis,train,1dbc85a4,7996
clinical15,archive (4).zip,,train/Actinic Keratosis/_240_9167457.jpg,actinic_keratosis,train,dc06520d,8104
clinical15,archive (4).zip,,train/Actinic Keratosis/_241_286331.jpg,actinic_keratosis,train,ed719dc3,5386
clinical15,archive (4).zip,,train/Actinic Keratosis/_241_2988207.jpg,actinic_keratosis,train,3eb584a1,5422
clinical15,archive (4).zip,,train/Actinic Keratosis/_241_4199397.jpg,actinic_keratosis,train,f68c8d9c,5506
clinical15,archive (4).zip,,train/Actinic Keratosis/_241_7009950.jpg,actinic_keratosis,train,01bcfc9c,5459
clinical15,archive (4).zip,,train/Actinic Keratosis/_241_7432997.jpg,actinic_keratosis,train,664646b6,5407
clinical15,archive (4).zip,,train/Actinic Keratosis/_241_8528308.jpg,actinic_keratosis,train,e51ea4a9,5469
clinical15,archive (4).zip,,train/Actinic Keratosis/_241_8718212.jpg,actinic_keratosis,train,fadab213,5294
clinical15,archive (4).zip,,train/Actinic Keratosis/_241_9983338.jpg,actinic_keratosis,train,c2966f3a,5465
clinical15,archive (4).zip,,train/Actinic Keratosis/_242_1628474.jpg,actinic_keratosis,train,2bb4b571,8158
clinical15,archive (4).zip,,train/Actinic Keratosis/_242_6418329.jpg,actinic_keratosis,train,9eca5e7f,7267
clinical15,archive (4).zip,,train/Actinic Keratosis/_242_6994667.jpg,actinic_keratosis,train,599299d4,7859
clinical15,archive (4).zip,,train/Actinic Keratosis/_242_7076859.jpg,actinic_keratosis,train,2761d140,8350
clinical15,archive (4).zip,,train/Actinic Keratosis/_242_8403255.jpg,actinic_keratosis,train,0aa53b01,7862
clinical15,archive (4).zip,,train/Actinic Keratosis/_242_9482458.jpg,actinic_keratosis,train,44799621,7952
clinical15,archive (4).zip,,train/Actinic Keratosis/_242_9534383.jpg,actinic_keratosis,train,64da19e1,8272
clinical15,archive (4).zip,,train/Actinic Keratosis/_242_9617340.jpg,actinic_keratosis,train,fb142a45,7639
clinical15,archive (4).zip,,train/Actinic Keratosis/_242_9928611.jpg,actinic_keratosis,train,80dc3203,8148
clinical15,archive (4).zip,,train/Actinic Keratosis/_243_1346328.jpg,actinic_keratosis,train,06335527,6981
clinical15,archive (4).zip,,train/Actinic Keratosis/_243_1492012.jpg,actinic_keratosis,train,87c3db78,7015
clinical15,archive (4).zip,,train/Actinic Keratosis/_243_2535515.jpg,actinic_keratosis,train,b9f6e46b,6937
clinical15,archive (4).zip,,train/Actinic Keratosis/_243_2700889.jpg,actinic_keratosis,train,6681c1c1,7024
clinical15,archive (4).zip,,train/Actinic Keratosis/_243_4483352.jpg,actinic_keratosis,train,a3e9c8f1,7019
clinical15,archive (4).zip,,train/Actinic Keratosis/_243_6609223.jpg,actinic_keratosis,train,937f7dbd,7090
clinical15,archive (4).zip,,train/Actinic Keratosis/_243_7353393.jpg,actinic_keratosis,train,e21b5234,6969
clinical15,archive (4).zip,,train/Actinic Keratosis/_243_7451335.jpg,actinic_keratosis,train,70290481,6977
clinical15,archive (4).zip,,train/Actinic Keratosis/_243_8040033.jpg,actinic_keratosis,train,b429f4a4,6891
clinical15,archive (4).zip,,train/Actinic Keratosis/_243_8317414.jpg,actinic_keratosis,train,5365ded9,6917
clinical15,archive (4).zip,,train/Actinic Keratosis/_243_934242.jpg,actinic_keratosis,train,cacc1bd0,7093
clinical15,archive (4).zip,,train/Actinic Keratosis/_244_1019077.jpg,actinic_keratosis,train,2d9d71aa,7337
clinical15,archive (4).zip,,train/Actinic Keratosis/_244_2604593.jpg,actinic_keratosis,train,b11c414d,7269
clinical15,archive (4).zip,,train/Actinic Keratosis/_244_4748223.jpg,actinic_keratosis,train,90e4b523,7247
clinical15,archive (4).zip,,train/Actinic Keratosis/_244_5203216.jpg,actinic_keratosis,train,69052cd6,7190
clinical15,archive (4).zip,,train/Actinic Keratosis/_244_5316001.jpg,actinic_keratosis,train,74a0b112,7393
clinical15,archive (4).zip,,train/Actinic Keratosis/_244_6408803.jpg,actinic_keratosis,train,b10c50da,7055
clinical15,archive (4).zip,,train/Actinic Keratosis/_244_7194815.jpg,actinic_keratosis,train,785e151c,7158
clinical15,archive (4).zip,,train/Actinic Keratosis/_244_7487148.jpg,actinic_keratosis,train,e1b1c67f,7335
clinical15,archive (4).zip,,train/Actinic Keratosis/_244_7804130.jpg,actinic_keratosis,train,02d410ab,7365
clinical15,archive (4).zip,,train/Actinic Keratosis/_244_788077.jpg,actinic_keratosis,train,9516462b,7382
clinical15,archive (4).zip,,train/Actinic Keratosis/_244_7897291.jpg,actinic_keratosis,train,6511089a,7142
clinical15,archive (4).zip,,train/Actinic Keratosis/_244_8628802.jpg,actinic_keratosis,train,c827f260,7293
clinical15,archive (4).zip,,train/Actinic Keratosis/_244_9400119.jpg,actinic_keratosis,train,7d1fa8a0,7177
clinical15,archive (4).zip,,train/Actinic Keratosis/_244_987264.jpg,actinic_keratosis,train,4cd79a08,7304
clinical15,archive (4).zip,,train/Actinic Keratosis/_245_143083.jpg,actinic_keratosis,train,fad34eb3,6095
clinical15,archive (4).zip,,train/Actinic Keratosis/_245_1478173.jpg,actinic_keratosis,train,68c3000c,5941
clinical15,archive (4).zip,,train/Actinic Keratosis/_245_2316182.jpg,actinic_keratosis,train,53291757,6067
clinical15,archive (4).zip,,train/Actinic Keratosis/_245_3015370.jpg,actinic_keratosis,train,3b1ec759,6075
clinical15,archive (4).zip,,train/Actinic Keratosis/_245_3567593.jpg,actinic_keratosis,train,b91ce041,6130
clinical15,archive (4).zip,,train/Actinic Keratosis/_245_3625129.jpg,actinic_keratosis,train,925e947f,6149
clinical15,archive (4).zip,,train/Actinic Keratosis/_245_4825264.jpg,actinic_keratosis,train,acdc8a1f,5956
clinical15,archive (4).zip,,train/Actinic Keratosis/_245_5189007.jpg,actinic_keratosis,train,83772932,6037
clinical15,archive (4).zip,,train/Actinic Keratosis/_245_5826311.jpg,actinic_keratosis,train,aa607269,5992
clinical15,archive (4).zip,,train/Actinic Keratosis/_245_7503163.jpg,actinic_keratosis,train,2147a3bf,6132
clinical15,archive (4).zip,,train/Actinic Keratosis/_246_2721063.jpg,actinic_keratosis,train,0b10e4ec,6503
clinical15,archive (4).zip,,train/Actinic Keratosis/_246_3093753.jpg,actinic_keratosis,train,b1506f81,6945
clinical15,archive (4).zip,,train/Actinic Keratosis/_246_3097240.jpg,actinic_keratosis,train,b26bf48c,6820
clinical15,archive (4).zip,,train/Actinic Keratosis/_246_3305248.jpg,actinic_keratosis,train,835ca3b6,6380
clinical15,archive (4).zip,,train/Actinic Keratosis/_246_5299439.jpg,actinic_keratosis,train,a371557e,6672
clinical15,archive (4).zip,,train/Actinic Keratosis/_246_8225979.jpg,actinic_keratosis,train,eee58bc9,6818
clinical15,archive (4).zip,,train/Actinic Keratosis/_246_8334184.jpg,actinic_keratosis,train,8f16788c,6594
clinical15,archive (4).zip,,train/Actinic Keratosis/_246_8612384.jpg,actinic_keratosis,train,f634040b,6769
clinical15,archive (4).zip,,train/Actinic Keratosis/_246_9468537.jpg,actinic_keratosis,train,36a37e94,6790
clinical15,archive (4).zip,,train/Actinic Keratosis/_246_9566876.jpg,actinic_keratosis,train,6236ad40,6765
clinical15,archive (4).zip,,train/Actinic Keratosis/_247_1887143.jpg,actinic_keratosis,train,8ffedfea,5889
clinical15,archive (4).zip,,train/Actinic Keratosis/_247_2775653.jpg,actinic_keratosis,train,95f83020,5937
clinical15,archive (4).zip,,train/Actinic Keratosis/_247_386358.jpg,actinic_keratosis,train,14a4812a,5939
clinical15,archive (4).zip,,train/Actinic Keratosis/_247_4414699.jpg,actinic_keratosis,train,4eb08241,5910
clinical15,archive (4).zip,,train/Actinic Keratosis/_247_462502.jpg,actinic_keratosis,train,c5d6d5f3,5867
clinical15,archive (4).zip,,train/Actinic Keratosis/_247_6388050.jpg,actinic_keratosis,train,a6ba16ca,6000
clinical15,archive (4).zip,,train/Actinic Keratosis/_247_6669060.jpg,actinic_keratosis,train,2307de3b,5959
clinical15,archive (4).zip,,train/Actinic Keratosis/_247_6910453.jpg,actinic_keratosis,train,f839a277,5942
clinical15,archive (4).zip,,train/Actinic Keratosis/_247_8820902.jpg,actinic_keratosis,train,4f9ff8cc,5825
clinical15,archive (4).zip,,train/Actinic Keratosis/_247_8937774.jpg,actinic_keratosis,train,499343d7,5963
clinical15,archive (4).zip,,train/Actinic Keratosis/_248_1745384.jpg,actinic_keratosis,train,96f75030,5726
clinical15,archive (4).zip,,train/Actinic Keratosis/_248_2322460.jpg,actinic_keratosis,train,24e1c8b7,5638
clinical15,archive (4).zip,,train/Actinic Keratosis/_248_2983734.jpg,actinic_keratosis,train,af7ea357,5830
clinical15,archive (4).zip,,train/Actinic Keratosis/_248_3021690.jpg,actinic_keratosis,train,43357ebc,5785
clinical15,archive (4).zip,,train/Actinic Keratosis/_248_4182186.jpg,actinic_keratosis,train,4c8ff33f,5781
clinical15,archive (4).zip,,train/Actinic Keratosis/_248_8843324.jpg,actinic_keratosis,train,fa6d03a7,5741
clinical15,archive (4).zip,,train/Actinic Keratosis/_248_8925364.jpg,actinic_keratosis,train,f93b95ed,5907
clinical15,archive (4).zip,,train/Actinic Keratosis/_248_9220026.jpg,actinic_keratosis,train,b243871c,5791
clinical15,archive (4).zip,,train/Actinic Keratosis/_248_9517294.jpg,actinic_keratosis,train,39a5a991,5909
clinical15,archive (4).zip,,train/Actinic Keratosis/_248_9548206.jpg,actinic_keratosis,train,5cae5880,5948
clinical15,archive (4).zip,,train/Actinic Keratosis/_249_1131978.jpg,actinic_keratosis,train,6e96d43e,7091
clinical15,archive (4).zip,,train/Actinic Keratosis/_249_4227292.jpg,actinic_keratosis,train,285595cd,6661
clinical15,archive (4).zip,,train/Actinic Keratosis/_249_5071929.jpg,actinic_keratosis,train,4b8b7805,7152
clinical15,archive (4).zip,,train/Actinic Keratosis/_249_5334971.jpg,actinic_keratosis,train,cd2e78a4,7050
clinical15,archive (4).zip,,train/Actinic Keratosis/_249_5602604.jpg,actinic_keratosis,train,b8e6476e,6844
clinical15,archive (4).zip,,train/Actinic Keratosis/_249_6897306.jpg,actinic_keratosis,train,0abf3bd7,6990
clinical15,archive (4).zip,,train/Actinic Keratosis/_249_9228638.jpg,actinic_keratosis,train,bb21987c,6846
clinical15,archive (4).zip,,train/Actinic Keratosis/_249_9626711.jpg,actinic_keratosis,train,edaefd17,6987
clinical15,archive (4).zip,,train/Actinic Keratosis/_24_1442573.jpg,actinic_keratosis,train,0c70d169,6335
clinical15,archive (4).zip,,train/Actinic Keratosis/_24_1814072.jpg,actinic_keratosis,train,51494e02,6548
clinical15,archive (4).zip,,train/Actinic Keratosis/_24_4024903.jpg,actinic_keratosis,train,41195d6c,6487
clinical15,archive (4).zip,,train/Actinic Keratosis/_24_5513356.jpg,actinic_keratosis,train,e39edb8a,6624
clinical15,archive (4).zip,,train/Actinic Keratosis/_24_771990.jpg,actinic_keratosis,train,d74cdc6f,6396
clinical15,archive (4).zip,,train/Actinic Keratosis/_24_8883321.jpg,actinic_keratosis,train,42ea64cb,6605
clinical15,archive (4).zip,,train/Actinic Keratosis/_24_9110851.jpg,actinic_keratosis,train,59567650,6606
clinical15,archive (4).zip,,train/Actinic Keratosis/_24_9135200.jpg,actinic_keratosis,train,7341973b,6524
clinical15,archive (4).zip,,train/Actinic Keratosis/_24_9357932.jpg,actinic_keratosis,train,d6109031,6308
clinical15,archive (4).zip,,train/Actinic Keratosis/_24_9455618.jpg,actinic_keratosis,train,6dcd6f08,6393
clinical15,archive (4).zip,,train/Actinic Keratosis/_250_170994.jpg,actinic_keratosis,train,de6be9d7,5610
clinical15,archive (4).zip,,train/Actinic Keratosis/_250_4677494.jpg,actinic_keratosis,train,abb7090f,5658
clinical15,archive (4).zip,,train/Actinic Keratosis/_250_4869756.jpg,actinic_keratosis,train,c33c9526,5602
clinical15,archive (4).zip,,train/Actinic Keratosis/_250_5887901.jpg,actinic_keratosis,train,9332423e,5726
clinical15,archive (4).zip,,train/Actinic Keratosis/_250_6149545.jpg,actinic_keratosis,train,abdfa16a,5720
clinical15,archive (4).zip,,train/Actinic Keratosis/_250_6572676.jpg,actinic_keratosis,train,680d6b56,5678
clinical15,archive (4).zip,,train/Actinic Keratosis/_250_6780939.jpg,actinic_keratosis,train,1397a672,5707
clinical15,archive (4).zip,,train/Actinic Keratosis/_250_7056688.jpg,actinic_keratosis,train,823fdf55,5644
clinical15,archive (4).zip,,train/Actinic Keratosis/_250_8135840.jpg,actinic_keratosis,train,6d22d55c,5709
clinical15,archive (4).zip,,train/Actinic Keratosis/_250_8597562.jpg,actinic_keratosis,train,a00f1e39,5656
clinical15,archive (4).zip,,train/Actinic Keratosis/_250_979898.jpg,actinic_keratosis,train,49c3feff,5792
clinical15,archive (4).zip,,train/Actinic Keratosis/_250_995785.jpg,actinic_keratosis,train,e8e85d0a,5658
clinical15,archive (4).zip,,train/Actinic Keratosis/_251_1924141.jpg,actinic_keratosis,train,4f5a369a,9577
clinical15,archive (4).zip,,train/Actinic Keratosis/_251_2889569.jpg,actinic_keratosis,train,e65699c2,9599
clinical15,archive (4).zip,,train/Actinic Keratosis/_251_4255017.jpg,actinic_keratosis,train,f7632958,9628
clinical15,archive (4).zip,,train/Actinic Keratosis/_251_532944.jpg,actinic_keratosis,train,17e56e76,9536
clinical15,archive (4).zip,,train/Actinic Keratosis/_251_5613507.jpg,actinic_keratosis,train,6e883e30,9567
clinical15,archive (4).zip,,train/Actinic Keratosis/_251_7495239.jpg,actinic_keratosis,train,122db9fd,9454
clinical15,archive (4).zip,,train/Actinic Keratosis/_251_9357318.jpg,actinic_keratosis,train,9385542d,9687
clinical15,archive (4).zip,,train/Actinic Keratosis/_251_9396553.jpg,actinic_keratosis,train,0cdf6fa2,9235
clinical15,archive (4).zip,,train/Actinic Keratosis/_252_171584.jpg,actinic_keratosis,train,ed8a1a7b,7155
clinical15,archive (4).zip,,train/Actinic Keratosis/_252_3569388.jpg,actinic_keratosis,train,42ab7608,6814
clinical15,archive (4).zip,,train/Actinic Keratosis/_252_3949435.jpg,actinic_keratosis,train,b730f47a,7075
clinical15,archive (4).zip,,train/Actinic Keratosis/_252_4329765.jpg,actinic_keratosis,train,e5ff22b6,7013
clinical15,archive (4).zip,,train/Actinic Keratosis/_252_5112326.jpg,actinic_keratosis,train,0780f11e,7047
clinical15,archive (4).zip,,train/Actinic Keratosis/_252_6702528.jpg,actinic_keratosis,train,fd73cbb1,6967
clinical15,archive (4).zip,,train/Actinic Keratosis/_252_6713279.jpg,actinic_keratosis,train,00d1afa9,7069
clinical15,archive (4).zip,,train/Actinic Keratosis/_252_7093920.jpg,actinic_keratosis,train,83a55c4a,7069
clinical15,archive (4).zip,,train/Actinic Keratosis/_252_8242529.jpg,actinic_keratosis,train,479a5f46,7085
clinical15,archive (4).zip,,train/Actinic Keratosis/_252_8891034.jpg,actinic_keratosis,train,290851a4,6982
clinical15,archive (4).zip,,train/Actinic Keratosis/_252_9750703.jpg,actinic_keratosis,train,629c1cc8,7044
clinical15,archive (4).zip,,train/Actinic Keratosis/_253_2735566.jpg,actinic_keratosis,train,7cc7e17e,6917
clinical15,archive (4).zip,,train/Actinic Keratosis/_253_3503022.jpg,actinic_keratosis,train,9582b640,6853
